text,label
@user @user So beautiful,OTHER
"@user @user @user No where good, that is for sure. Just check out what places like China are doing to the world today",OTHER
@user wtf block,OTHER
@user Aww! Big hugs!! ❤️,OTHER
"@user @user Time to call it a day, and let somebody else have a go",OTHER
"@user Looks very nice, C. 🐝",OTHER
@user What year are you,OTHER
@user Thank you Modi Ji we pray for your health and hard work ! #MainBhiChowkidar,OTHER
@user Awe noti even for winning apa.Am glad u smiling,OTHER
I just wanna be laid up with my mans,OTHER
@user Q2 it depends if you label them as bad ingredients or good. LH Cl,OTHER
Taking one step back to keep myself at ease.,OTHER
@user OH CHDJSJSK I HAVENT WATCHED ATLA SINCE I WAS 13 but azula will always be better than mcu wendy. everyone is better than mcu wendy,OTHER
@user @user I did I wanted ibra just for back post headers 🤣🤣,OTHER
Shoe of the year already and I NEED this Jawn 🙂,OTHER
@user not targeted toward anyone but myself 💫,OTHER
@user Me Anytime I Have To Do Strenuous Work On My Own,OTHER
"@user @user @user Hopefully, she follows back! 😁",OTHER
@user @user It be like that sometimes,OTHER
@user Are you ok / funny mutual,OTHER
@user LET'S GO WIL!,OTHER
@user To get milk,OTHER
Tell me! But usually I can already feel it and just take them off,OTHER
Gooooooodmorning! It’s gonna be a long week 😅😅😅,OTHER
I'm so boring today I'll just go and sleep my boredom away,OTHER
@user we love you more,OTHER
Man for the mothafuckas that take pics infront of other peoples cars this what yall look like too 🤣,OTHER
"#unpopularopinion: kanye is siding with nas through kelis' allegations because he, too, does not value women of color.",OTHER
"@user @user No Clue, we haven't lost any rights or privileges in the last 2 years, and there is no plan to",OTHER
I'm looking for F 8K - 20K instagram account #ratszone #ratzone,OTHER
"Forget Jonas Brothers, the biggest reunion right here",OTHER
@user @user Rice + milktea with pearls,OTHER
Please Jada. You can do whatever you want yo. 😖😖😖,OTHER
@user @user Yes we are! He is a fantastic Photographer!,OTHER
@user 🙏🏾damn bro hope she gets better,OTHER
"@user Yes, there's too many people round here. It makes you tired and grumpy.",OTHER
@user Holy light source Batman!,OTHER
@user wtf i will fight ur brother he better pay for that!,OTHER
@user He’ll be linked to another club in the morning,OTHER
@user sounds like a fun person with healthy priorities,OTHER
I hate being lied to because I ain’t even the type you gotta lie to,OTHER
Use yo head or we gone take it off yo neck,OTHER
Had to explain to the wife before she booked her ticket to Ireland that a 20” Murphy is actually a TV set,OTHER
@user Graham Mitchell,OTHER
@user @user Says the man who’s talking about shagging another,OTHER
Got a lot to work on just be patient w/ me 😌,OTHER
@user Lord Voldemort,OTHER
@user is officially the Oprah/Diane Sawyer/Phil Donahue of Youtube,OTHER
I take the flight in 2 hours lets gooo,OTHER
"@user I laughed, she is truly her father's offspring",OTHER
@user F for Fail.,OTHER
@user @user @user Congratulations 🎉 kishan ji@SushmaSwaraj  ji 🙏❤️,OTHER
"@user @user Robbie, I'm gonna dine out on it",OTHER
@user @user Nissan are moving out of Sunderland?😳,OTHER
you don’t care and it’s time that i stop caring too,OTHER
@user @user Well he better come through then.,OTHER
Ohhh PL football we missed you,OTHER
I’m in a funk and I can’t shake it 😩,OTHER
"@user @user very nice JT, did you pick up any furniture for it? Handle?",OTHER
"@user @user @user @user Now more and more people think Bernie, AOC, and policies that improve their lives.",OTHER
@user @user Thanks! Always gotta try my hardest. 😁😁,OTHER
@user @user @user @user @user @user @user @user Love Charlie Brown and Snoopy❤️,OTHER
not @ how i feel like idk who to talk to hahahahahahaaha((yes in case y'all are wondering im breaking down on my main sksksksk)),OTHER
@user Both trash,OTHER
muni officers hopped on my bus the only time i actually bought a ticket and they didn’t even check it 😢,OTHER
Where the fuck do u find 100 pepto pink Cadillacs ? Long live the queen of Soul,OTHER
I’m so lucky to have the coworkers i do they are all so pure and nice and i am so surprised they like me but also v thankful 💕💕,OTHER
Three of my favorites groups 😭😭😭 @user @user @user I’m so sad I don’t live in the USA.,OTHER
Hearing @user play live has me missing Dodger baseball 😭,OTHER
The 100 is back!!,OTHER
@user @user Really wow,OTHER
@user That mfer really funny lol,OTHER
@user @user I bet you she was drunk 😵,OTHER
literally full-on crying because this makes no fucking sense to me and also im out of nicotine,OTHER
@user @user #HappyBirthdaySSMB  no1 south indian actor,OTHER
Yeah.  Goodnight,OTHER
Happy Birthday @user 🎉💛,OTHER
@user We're kicking San Marino's arse 2-1 at the moment #Eurovision,OTHER
I support showering mama with gifts but someone should’ve talked to him,OTHER
It is 00:47 UTC now,OTHER
@user They need to stop asking you about her and stop telling you about her... You do deserve better and you will find better...,OTHER
@user YOU MANIPULATED ME!!!!!!!!!!,OTHER
"Jongin what are you doing..Again, no notif from ins.",OTHER
A dunce is volunteering to guard your door all night &amp; you're rejoicing Vote wisely!,OTHER
OK WHAT 900??? TYSMMM,OTHER
"Me mandem curious cat, please",OTHER
@user i wish i was good at ps headers,OTHER
@user YO I SAW THEM AT WARPED LAST SUMMER LOL,OTHER
He’s in a dead tie with Bob Corker and EVERY democratic senator.,OTHER
these translations made sum points,OTHER
@user @user yeah a random woman heard the whole thing :/,OTHER
@user Love u tho,OTHER
@user @user What type of cookie,OTHER
I'd like to see the logs on Nano Thermate Captian by 50s,OTHER
Like I said.... er... Pissed it.,OTHER
@user I’d say red. You don’t want your bright summer outfits to clash with blondish grey,OTHER
@user Halfway in. Israel is up,OTHER
@user i will OwO,OTHER
“You really are an idiot.”,OTHER
We struggling this morning.,OTHER
Anyone’s job hiring rn?!?,OTHER
So this is how I forgot to do my FPL for the second week running because of this USELESS SCHOOL!!😖,OTHER
"SCHOOL IS CANCELLED, BLESS UP",OTHER
How logical. Let's elect a president because they use profanity. I'm also a bit confused? Why are you proud to lose?,OTHER
"Oh and you know , supported by everyone's favorite corporate party leaders  @user",OTHER
greatness comes w patience,OTHER
"After I beat KH3 it's straight back to studies, no matter how tempting RE2 is. ;(",OTHER
@user I just saw u in dance plus .,OTHER
Life is 10% of what happens to me and 90% of how I react to it.– John Maxwell #quote#Inspiration,OTHER
"11:11, another year pls 😊",OTHER
@user I'm exciteeeeddd for it. Ugh. I hope everything will turn out good for this team. 🙏,OTHER
@user Which neatly explains why there's been virtually no hurricanes in the last 15 years.  Or not.,OTHER
@user OMG 😭 same to you 💕,OTHER
@user Isn’t she the daughter of Satan?,OTHER
@user Your mom,OTHER
@user I see you like the Celtics! 🍀 Been rocking with them since 5th grade.,OTHER
@user grrrrrrrryou and your confusing acronyms and cool discord servers grrrr,OTHER
@user may you please follow back,OTHER
@user Open your dms so I can send the thing,OTHER
"@user @user @user Detox: ""queen down!""Vicky:  ""not my fault""",OTHER
Anyway sorry for the rant. I guess I feel a bit burned out lately. Thanks for listening 💜,OTHER
@user 🤦🏻‍♂️ you don’t like yourself? bawal yun...,OTHER
@user What was said? I even didn't know something was said about them...? Could you tell me please.🙏🏽😘,OTHER
@user What are you up to Helen??? 🤷🏼‍♀️,OTHER
@user @user Absolutely right sis !,OTHER
"@user Nope. Throw all the tantrums you want. Scream abuse, curse, throw things. Cry, whine, pout. Threaten.Trump is President.",OTHER
@user @user Congratulations,OTHER
"@user dude, have you seen his charges? the man is not to be trusted",OTHER
"@user @user He needs game time , the season is a write off anyway .I'd play him in every game in readiness for next season",OTHER
@user he cut himself with his acrylics,OTHER
Bring back Shia or we riot,OTHER
What is that made of? Make-up and vegetables?,OTHER
!srp Temenan yuk i need more friends!! rep aja ntar difollow. it's Boram btw😊,OTHER
K5BL LIVE Weather McKinney TEXAS USA ... 03:00 AM Temperature  63.9oF Humidity 90 PCT % Wind 0.0 mph N%,OTHER
"@user @user Ah, in fairness, that's not the point.",OTHER
I should finish The Society tonight. There’s literally 1 and a half episode left. 🙃,OTHER
This fucking old creep at my job keeps blowing kisses at me. Like Viejo chill,OTHER
@user @user Thanks for speaking up.,OTHER
@user car moved off too slow,OTHER
@user Evan brought up the 13 year old emo thing and used the dan made a joke abt Ebola to justify his own stupid actions or something,OTHER
I think happy is my fav,OTHER
@user Thank u,OTHER
Oh no! We just realized this typo on President Masisi's name. Our sincere apologies @user 🙂.,OTHER
@user @user What makes you so sure? I take the Sacrament every week in my Sunday worship service.,OTHER
@user It is meant as one💖,OTHER
@user @user @user I just don’t get why they are so annoyed 😂😂😂,OTHER
I don’t normally eat catfish but whoever made this batch my gawd 😋,OTHER
"@user @user Eat that has been alive kid, do you enjoy it",OTHER
I Appreciate Any Good News ... Good For The Soul.,OTHER
I'll make it!,OTHER
@user Noo ooff you slaaay ate,OTHER
@user @user @user ur easily amused wee yin x,OTHER
need to go to the top of a mountain scream,OTHER
The type of commercials that are worth sharing. Well done @user 👏😌,OTHER
@user Port of entry! No wall needed!,OTHER
"Mhummphhmhhhmmffm, he said chewing down on a slab of Comte",OTHER
lmao why am i this dramatic,OTHER
"@user (Also, what a great tune)",OTHER
@user Thank you for your great videos 😃😃,OTHER
@user I’ve been saying the same thing for about 2 years lol,OTHER
accident:John W Carpenter Hwy (TX-114 alt)  westbound Esters Blvd Irving various Lns blocked,OTHER
"I was recently added to a Facebook group for my ten-year high school reunion, and the RABBIT HOLES, Y'ALL.",OTHER
@user @user What's up then?,OTHER
@user I liked the show 💁🏻‍♀️,OTHER
@user everything else is way too spicy😭,OTHER
"Kahilig kase iover react yung sitwasyon. And also, u need to choose the right usage of words.",OTHER
@user Ya because of the DSG.,OTHER
Lemme sampal you later.,OTHER
@user I have to but idont know why,OTHER
@user thanks for feeding us today queen,OTHER
@user Not normal. I hug my grandkids...Maybe a peck on the top of the head...but whatever.,OTHER
@user 😂Alright now Olivia Pope,OTHER
Drop a bag on a marching band. Sticks n drums iss u dumb ? 💥💥,OTHER
@user @user On se rejoin chez saad blc,OTHER
@user @user Receive greetings from Tanzania.... Pole sana,OTHER
Let's Go Bruins! 💛🖤🐻🏒 #NHLBruins #StanleyCup,OTHER
@user wait... THIS IS FAKE FGFG,OTHER
@user He can make you happy if you sacrifice your eyes to him,OTHER
@user Or someone who knowsvthe law and can be oedantic about bullshit.,OTHER
@user The fact that you think any of this escapade sounds logical confirms your immense stupidity... nice,OTHER
@user will do!(:,OTHER
I’m a sick fuck in need of a quick suck,OTHER
"@user Fuck, I remember this 😭😭😭😭",OTHER
@user OHOHOHOHOHOO GIRL IM HERE LETS FUCKING TALK ABOUT MY BEAUTIFUL BABY BOY 💜💜💜💜💜💜💜💜💜💕💕💕💕💕💕💕💕💕❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️💕💕💕💕💜💜💜💜💜💜💜💜💜💜💜,OTHER
even your best friends will hurt you the most,OTHER
"Congratulations, Trent! Thanks for all your wonderful work for AR.",OTHER
There are hundred reason to be sad but they also thousand reason to always be happy and enjoy your life peeps,OTHER
That @user killing it again tonight. Triple away from the cycle. #ToldYouSo,OTHER
@user Yup yup! Me and the Joe-ster ;P Eddie got us tickets so that is why we are at PAX! Gotta plan for next year!,OTHER
You wouldn't think.,OTHER
...Speak for yourself.,OTHER
@user Those aren’t flowers 😒,OTHER
@user Encouragement to be #sicknotweak #MentalHealth,OTHER
@user come on tweet something,OTHER
@user Me either 😤😭😢😱🤬😡🤢😡🤬😤😭😳😂😱,OTHER
In the house watching Brooklyn Nine-Nine on this Friday night 😎✌🏾,OTHER
We have an elliptical in the basement so I really have no excuse.,OTHER
every couple months I have to air my grievances,OTHER
@user @user Collab 2/2☄️👏👏👏love the joint #DMXPrayer,OTHER
Idk if it was a sign or what? 😂🤷🏻‍♀️,OTHER
Bombastic by Shaggy will ALWAYS make me wanna get down n groove,OTHER
“jade said stan ateez my babies deserve more recognition. it‘s true i was next to her”,OTHER
Dry Room is reading 83.8% and 72.1F at 2019-06-07 19:30:09.053265,OTHER
"My state is so, so dumb sometimes",OTHER
@user @user Yes maaam!!!!!,OTHER
@user Even thanos is shook lmao,OTHER
Why would I ever take that nap 🤦🏾‍♀️,OTHER
Summers been good so far,OTHER
Hmmmmmm tooorta de climaaao,OTHER
@user Lmaoooo I love you 😂😭,OTHER
Always been the replaceable type and I don't know why,OTHER
@user P is an R,OTHER
@user @user @user @user @user Schooled !,OTHER
@user @user @user thank you so much 😘,OTHER
"If I were to hook you up with a Thrive starter pack, would you take it correctly and give me your honest feedback?",OTHER
"if only ma, if only",OTHER
@user @user @user Spot on. 👏👏,OTHER
"@user @user Great, now you can suck like the president too!",OTHER
@user My favorite memories when I was older YES,OTHER
@user Ok good just checking carry on,OTHER
Oh christ! The tongue!,OTHER
Shane at six years old  Knew one thing both of his parents were gone &amp; he never saw them again #FixMyLife,OTHER
@user i know 😭,OTHER
@user @user I'm only this way because of how she is to me. I even went to defend her and she flipped her lid.,OTHER
@user You've finished all that money??? 🙄,OTHER
@user omg please fucking tell us someone i’m so confuse,OTHER
@user Potential title for Doug Martin's autobiography one day,OTHER
@user Cutie 🥧🥧🥧 😆 Love you guys 💜,OTHER
"Starting my 8 week countdown until @user and I are in Belize, playing music in our bathing suits and drinking Corona 🌴",OTHER
@user like define successful lol,OTHER
Ever just wanna sit on the beach late at night when no one else is around and listen to the waves and cry? bc same.,OTHER
@user Nah im not awesome trust me 😂,OTHER
"Howdy friendo, you could stand up your parental unit.",OTHER
Losing a parent is really the hardest shit.,OTHER
Now get daniel to walk on runway or I'll riot,OTHER
"Fuck me it's Friday, 21:54 #arseclock",OTHER
@user I think I love him a wee bit 😊,OTHER
"YouTube is the third most visited website on the Internet, after Google and Facebook.",OTHER
Is it too early for pizza &amp; wine?,OTHER
"@user @user @user Thanks man, I'll send it to you if you're interested, it's *heavily* Spelunky inspired. Was super fun to make.",OTHER
@user Loved it!! Tamar played that game well and deserved the win!! 😍,OTHER
I'm- why does this always happen to me?,OTHER
"@user Won't the liberals say ""he's born that way""",OTHER
What happened??? :/,OTHER
@user “Shhhhup man”😂😂,OTHER
I really feel his pain on this one 😔😔😔,OTHER
@user And they eventually got 3 goals. The #NearSuccessSyndrome is still with PSG and Buffon.,OTHER
@user cheers 🥂🍾,OTHER
I’m so tan ! 😻,OTHER
"@user @user There are Khoja Twelvers as well, he belongs to a Twelver family",OTHER
lay me by your sideeee~,OTHER
@user hello dear how are you doing ?,OTHER
It’s always the most miserable broke people who always wanna call you angry. Bitch go beef with your bills and not me cus my shit is paid,OTHER
If ever there was a game for Mahrez to win city hearts this is it.,OTHER
i am so sad,OTHER
"""Yeah baby, I get nasty.""*Pulls of The Evil Dead on VHS*",OTHER
@user Thank you for following as well👌🏼😁😁😁,OTHER
“The true measure of a man is how he treats someone who can do him absolutely no good.”  -Samuel Johnson #RelationshipHelpers,OTHER
@user Marketing Sex motivate him to stay alive 😂😂😂,OTHER
"Be still my foolish heart, don’t ruin this on me",OTHER
I need to get paid again already 🙄,OTHER
@user You’re the hoax you Putin lover traitor!,OTHER
Honestly i had a good ass productive day today until someone had to ruin it 🙃 like thanks a lot :’),OTHER
my #1 goal in life is to forever smell like cinnamon,OTHER
"i saw the news of amazon being on fire and my first thought was ""oh god someone finally snapped and set that company on fire""",OTHER
Ready to crawl into my switch and live in a new pokemon game later this yr thank u,OTHER
@user Super saiyan 4 more like a furries wet dream.,OTHER
Good. We'll keep him. You can go though.,OTHER
@user @user Too subtle.,OTHER
@user Well i esketitt i could’ve made it too,OTHER
Dirtttttttttyyyyyyyyyy their net,OTHER
You say you got me but you steady lyingggggg... LZO🙏🏻,OTHER
Sink or swim 🏊🏽‍♀️,OTHER
"Wey, Mathi es tan lindo :( siempre being beautiful",OTHER
@user Pretty sure all of us benefit from it. #youarebs,OTHER
it's my heart that's hurtin,OTHER
"Keep hands higher before pitch, leg kick, elbow full up and back, drive hands thru zone = it's basically swinging down to up. #Dodgers",OTHER
She giving him a rusty trombone,OTHER
@user Not really. Trying to redefine basic science is ludicrous.,OTHER
@user @user You are a fucking idiot 😭🤣😂,OTHER
I want to buy goods from go so bad fbkcsgjn &gt;:^(,OTHER
@user You're literally... So strong.,OTHER
@user @user @user But Love was literally an all star this year lol,OTHER
"This is NOT the post for NFL, DO NOT DM me NFL until after NBA has been sent &amp; our NFL post is up!",OTHER
@user When Cube was militant 🎤,OTHER
am i the only one who's terrified of this rain....,OTHER
@user Precious witch &lt;3,OTHER
@user @user @user I MISS YOU TOOCATCH ME SOBBING INTO MY LAPTOP,OTHER
It is 19:58 CET now,OTHER
@user will i succeed in my career?,OTHER
"@user if i don't talk to you, who will daddy? 🌚",OTHER
Ramen for the win tonight.,OTHER
"@user @user @user Same here, no autoupdates ... phew :D",OTHER
@user I can’t believe you went there PLEASE VACATE THE PREMISES,OTHER
@user Who are the new karnage members,OTHER
@user *she sneezes* awww,OTHER
@user Lol Na so na enjoy jare bros✌,OTHER
I aim to be as peng as Jayde Pierce 😭,OTHER
ᵂᴵᵀᴴᴼᵁᵀ ʸᴼᵁᴵ ᶠᴱᴱᴸ ᴮᴿᴼᴷᴱᴸᴵᴷᴱ ᴵ'ᴹ ᴴᴬᴸᶠ ᴼᶠ ᴬ ᵂᴴᴼᴸᴱ,OTHER
Hey what are we supposed to wear tommorow?,OTHER
"@user Luv u 2, ur package should be there soon!! I definitely ate some pizza rolls :-)",OTHER
came home hungry and tired only to find out someone ate my food :-( im going to go cry myself to sleep now goodbye,OTHER
@user @user No mention of a firm commitment to poor hygiene as well.,OTHER
@user @user That's really your response...,OTHER
Just one full day. Imagine how consistency will feel?,OTHER
@user we ✈️ smilers vs selenatoes again ?,OTHER
@user I love you too❤,OTHER
@user BOOKMARKED this IMMEDIATELY.,OTHER
@user Chicken burger ug mango float bi,OTHER
How you not like trippie?,OTHER
@user Aww Tay you still wear that shirt  🤘🏽❤️,OTHER
"What the hell!!!Wow,just admitted he harbors illegals,I'm calling ICE #DemDebate",OTHER
The majors back.....@NBCManifest @user @user @user,OTHER
Bc he slept allllll day 🤦🏾‍♀️,OTHER
@user D: This sounds like the seeetest thing in the world. Also very bitter to taste the mechanics of how it works,OTHER
@user yup yup,OTHER
"@user @user I miss you too, boo!❤",OTHER
in 2 days we will see NUEST FOR THE FIRST TIME IN AWARD SHOW IM SYHSYSSB GUYS im so emo rn😭😭😭,OTHER
@user He's projected a top 5 pick bruh. With the 46th pick? I'll take it.,OTHER
#FilmsThatWantToBeOnTv Daria With A Vengeance,OTHER
@user Do you expect @user to generate electricity from his body? Is he an electrical engineer?,OTHER
@user @user So you suck as a friend is what you’re saying? Not helping your case brodie smh,OTHER
A little buzzed and it's not even 11am. Love vacation,OTHER
"Joseph Rodgers we wasent supposed to jump him like that, I should drop the video tho ?",OTHER
"@user If it were being investigated, wouldn't it be done in secret?  Maybe it's already underway!",OTHER
"@user @user That's why I start listening when ""Baskin &amp; Phelps are on!",OTHER
"@user @user @user Nope, wrong",OTHER
prayers up for slim400,OTHER
if you’re ever feeling down just remember I ordered a $70 Luxe XL lyft for myself on Saturday &amp; also left my phone inside it,OTHER
@user Foreal you kno I don’t like snitching I Ben mugging his ass all day now,OTHER
@user Thought it might have been one of these Celtic Tiger tax break hotels that sprung up in untenable places in the west.,OTHER
" I cannot tell you what the Nine are. They are very large. I cannot explain. The fault is mine, not yours.",OTHER
No time to be chasing hoes I’m trying to get me a bankroll 💸,OTHER
@user wow nice kinkshaming,OTHER
seasoned fries hit different with ranch,OTHER
@user Wow never thought of it interesting,OTHER
@user Don’t even defend another female over me. That’s a quick way to get cut off.,OTHER
@user Your a great father,OTHER
Swear I'm bout to cry I'm so fucking tight right now,OTHER
He just wanted to snuggle with her a little bit that’s all.,OTHER
I cant wait to get paid friday.,OTHER
Baekhyun says that Chanyeol breath so loud and he always sobbing before felt sleep,OTHER
This guy really runs a country man it’s sad,OTHER
@user Namjoon in a leather jacket..... I wasn’t prepared.,OTHER
@user Pretty sure no one cares what this spoiled child thinks or says.,OTHER
@user holy fuck dude 😂,OTHER
I just want my @user back,OTHER
Nailah's sex noises probably next level.,OTHER
Neymar en pls,OTHER
@user @user @user @user Private school k-12 university b.s. finance.,OTHER
is she trying to re-enact the Peter Crouch 'robot'?,OTHER
My current CPU temperature is 46.2 C,OTHER
@user when we literally begging for they to complete the mutual,OTHER
@user @user Protecting babies is just horrible said the liberal.,OTHER
@user @user Or Randall Cunningham never existed,OTHER
Cockers won’t be happy with that!,OTHER
@user @user #BBMAsTopSocial @user Thank you so much!!,OTHER
Im either getting me a iPhone XS MAX or Xr,OTHER
@user @user @user @user Do you research what Trump says?,OTHER
Close and far,OTHER
Have a whole “girlfriend” at that😭😂😂,OTHER
@user well as it stands now its gonna be like July 13th or that week to Aug 2,OTHER
I've just got a new fan Get access to be fooled by our doors to get access to my niggas on discord and hit,OTHER
@user he’s a fit boy he can run up that hill,OTHER
Hot enough to boil a monkey's bum.,OTHER
Newbie tip! Do you research! #MortgageSavvy,OTHER
starts barking and causing a ruckus,OTHER
She’s bacc in her bag 🎒,OTHER
@user Give this man a job @user,OTHER
my dream girl doesn’t exsist.,OTHER
"@user @user @user Spice girls to posh... thank you, next",OTHER
"I am free nowI know about it darlin', I've been standin' here",OTHER
No he still ass and his hair look musty,OTHER
I've clearly been missing out on life...,OTHER
@user Sexe human Hammond fanart,OTHER
@user All your fault 😂 that’s why he the bid !,OTHER
@user @user @user @user lol concerts are different. I guess you've never been to one,OTHER
@user Ha that's amazing. Might give it a go!,OTHER
@user @user @user Thank,OTHER
@user Fr mehn I am so surprised 😮,OTHER
@user @user I know what’s going on here 👀,OTHER
@user Thanks Pat!! You need to help him sort through them :),OTHER
@user Absolutely!!! Exactly what I have been saying. The media has made them icons of whatever. Nonsense!!!,OTHER
@user You know I’m wit the wave bro 😭🙌🏾 let’s get it!!,OTHER
@user @user Busted,OTHER
@user Aww really?? what about cutlery from restaurants?😛,OTHER
@user Stand up? Good one. Wish I could but due to these guidelines not happening today.,OTHER
Fallout 3 will have 200 endings.,OTHER
"@user @user Yup, it’s so hard to clean up the corruption that was deep-seeded from decades past...",OTHER
See that ripped jeans? Looks good on me.,OTHER
@user @user The Glory Hole 😜,OTHER
@user @user @user COLIN NO,OTHER
@user In what alternate reality do you live in where Candace Owens is allowed access to these facilities?,OTHER
@user Is there something happening mate?,OTHER
@user You're tweeting about a basketball game when there's people in Flint searching for clean water as we speak!,OTHER
i love you,OTHER
@user Fifty Shades Of Grey,OTHER
@user No it isn't your phone .... we crashed twitter,OTHER
@user Yeaa she loved it she wont even let me take it 🤦🏾‍♂️,OTHER
[ Motion Detection ]Unit Name : HYBRIDDate/Time : 03/31/2019 05:49:35CH : [2],OTHER
In due time,OTHER
@user We're thrilled to hear you all love the shoes! 💚,OTHER
I just found out how to make pasta who’s tryna have a pasta date?,OTHER
"@user @user @user how does your BF feel, considering this 😂",OTHER
@user She really said “you didn’t get those genes from me bih”,OTHER
@user Do you mean @user @user @user #mentionsmatter #twitter #GCTMasters,OTHER
@user Don't cry sister 😍,OTHER
@user @user @user @user Did you just... Nvm. 🤖,OTHER
@user @user no that’s u definitely,OTHER
@user Same same same,OTHER
this is a possible tweet,OTHER
Who are you betting on for #BestPicture #Oscars,OTHER
Those 4 games took out of me more than i can ever realize,OTHER
@user @user It's not a true kill unless you end them with a Pommel throw 🤺,OTHER
I’m In! 💰💵,OTHER
I don’t understand politics but Donald’s twitter game is untouchable,OTHER
@user @user The one &amp; only Diamond Dave!,OTHER
I’m temporary person )—;,OTHER
i did my own acrylic nails and i’m so proud of myself they actually didn’t turnout so bad :’),OTHER
@user Yep party time I can’t sleep either,OTHER
@user fight in style!,OTHER
If You haven't been watching #Chernobyl @user You should.. 🍿🎬,OTHER
@user You have to wonder what kind of deal Ivanka has worked out to be off this list.Has she flipped on Daddy?,OTHER
I’m in love with my yeet club now go away!,OTHER
What are some things do you think that I could improve on as a person?,OTHER
Or hormone meat and puss in your milk ?,OTHER
I haven't taken a progress picture yet... I dont want to yet tho. I'm scared I won't see much difference and regret taking the picture 🙄,OTHER
@user @user provide proof,OTHER
TALK TO HIM NICE!!!!,OTHER
also i take like 40 more vitamins now,OTHER
@user there is a China wala Kashmir as well,OTHER
"@user @user Walid Phares worked with Trump, Judge Jeanine overwhelmingly supports Trump, case closed.",OTHER
"Oh? Well, this puts a twist on things.",OTHER
dam u mad hurt,OTHER
make me go to club gs and act a donkey,OTHER
Only the NFL would have a halftime show this awkward.,OTHER
Hottest video ever!!!,OTHER
LMAO but shorty really psycho.,OTHER
"@user Don't know, I don't have her on anything anymore. Oh well though 🤷‍♂️🤷‍♂️",OTHER
(ASMR) 2 Lifetimes Of Furry Shopping,OTHER
@user @user Roundabout flashbacks are my Vietnam.,OTHER
I’m “No daylight savings time” old.,OTHER
@user I truly believe once you go left you only go more left,OTHER
"@user The Anchor bar, in Superior?",OTHER
Can’t wait to get some F off stripper nails for summer,OTHER
So many stars in the night sky. I wish I could count them all...,OTHER
I just want to sleep hey,OTHER
@user This is amazing loooool,OTHER
I thought she was the realest on my team but she for the go now,OTHER
Praying for Ghost Starks return,OTHER
Happy Mothers Day to all you Moms out there!,OTHER
#WayaWaya I Got It On Repeat... I Even Got It As Muh Alarm Ringtone 🔝,OTHER
Just Met Stevie Wonder 🙌🏾💯 #Blessings,OTHER
@user @user @user @user @user Which one is waving flag again oo?? Ma,OTHER
@user @user Let's go #PremiosMTVMiaw #MTVBRFandomBTS #MTVLAFANARMYBTS @user,OTHER
a manta is a reflection: tidiest and yaller,OTHER
"Also this movie 100% exists thanks to Pokemon Go, right?",OTHER
Why is this me...,OTHER
l i t e r a l,OTHER
I would do anything to have the avengers beat my ass,OTHER
i am actually addicted to popcorn,OTHER
@user Phone num chalay ga?,OTHER
@user Isolation is 🔑 compared to throwing on as much weight as you can and doing half reps,OTHER
runner is 100% one of my favorite tracks. the production is just fantastic and then you throw in the lyrics and kevin’s voice. top tier,OTHER
@user Just some quiet watching,OTHER
@user You have her smiillllllleeeeeeeee😭😭😭❤️❤️❤️❤️❤️❤️❤️,OTHER
@user And donny would be first target.,OTHER
I gonna do it in July,OTHER
The “Leonardo DiCaprio only dates young women” jokes are getting OLD old.,OTHER
@user TELL EM THAT ITS MY BDAY WHEN I PARTY LIKE THAR,OTHER
@user FROM 0 TO 10 HOW EXCITED ARE WE ABOUT LOVER TRACK THIS FRIDAY? I'M 13 🦋💗 #SwiftiesTCAsparty @user,OTHER
Train yourself to let go of everything you fear to lose.,OTHER
Exactly!!!! Roll call . I’m the MF coach . Time for try outs I say.,OTHER
just tried to open a jihoon fansite list and it crashed,OTHER
@user @user Omg y’all killed it! So beautiful,OTHER
@user French toast breakfast sandwiches available all day long ...,OTHER
@user @user He really does 😩 tickets in Hershey are being resold for like $400 and I just can’t justify that 😭,OTHER
@user @user If she lives in my town I have a chance,OTHER
SHESSSSS HERE 😻😻😻😻🔥,OTHER
probably girl like her,OTHER
Me: how old are youHim: 22 or 23 I don’t know,OTHER
@user True 🤕,OTHER
Am i the only one weak off “GO SUCK SOME DI-“,OTHER
@user @user New rules? 1st Fam can’t tweet or can’t have a sense of humor?!?!  Which of those hurt you?,OTHER
"Dawg, I need money WTF.",OTHER
@user Very true!!,OTHER
@user #DondoBreakfast waiting for my own +233 278767221 Vincent Kwasi. Tigo cash 🙌🙌🙌,OTHER
Final stats for @user,OTHER
Stuani stuart little,OTHER
"@user If the opponents are largely the same, I take the closer site.",OTHER
@user Lmaoooo the handle is the hardest part,OTHER
@user @user Macron is nothing but a fascist with a fetish for Grannies.,OTHER
"me and my friends are playing never have i ever, i’m embarrassed",OTHER
Guys who love cats are always be my fav,OTHER
@user YOU WERE LOOKING FOR YOURSELF OUT THERE?,OTHER
I don't make deals with communists.,OTHER
@user @user The Paul’s have had the medallion all along,OTHER
@user @user Good luck 🙏,OTHER
@user @user Brokeback supplies?,OTHER
so glad this summer semester almost over,OTHER
@user a world like that#iHeartAwards #ThankUNext #BestMusicVideo @user,OTHER
@user Lmaoooo let me not speak,OTHER
@user wiggg yeeboiii got a layout so to say,OTHER
If I could only say what I really want to say.....,OTHER
